The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None}.
                                                                                                                                                               
{'loss': 0.666, 'grad_norm': 0.6653291583061218, 'learning_rate': 0.00019979010704540686, 'epoch': 0.0}
{'loss': 0.089, 'grad_norm': 0.7662641406059265, 'learning_rate': 0.0001461507964271555, 'epoch': 0.81}
{'loss': 0.084, 'grad_norm': 0.7656603455543518, 'learning_rate': 0.0001459175820331631, 'epoch': 0.81}
{'loss': 0.081, 'grad_norm': 0.5246992111206055, 'learning_rate': 0.00014568436763917072, 'epoch': 0.82}
{'loss': 0.0783, 'grad_norm': 0.5530684590339661, 'learning_rate': 0.0001454511532451783, 'epoch': 0.82}
{'loss': 0.0807, 'grad_norm': 1.2240766286849976, 'learning_rate': 0.0001452179388511859, 'epoch': 0.82}
{'loss': 0.0861, 'grad_norm': 0.5942397117614746, 'learning_rate': 0.0001449847244571935, 'epoch': 0.83}
{'loss': 0.0805, 'grad_norm': 0.6638637185096741, 'learning_rate': 0.0001447515100632011, 'epoch': 0.83}
{'loss': 0.084, 'grad_norm': 0.770193874835968, 'learning_rate': 0.0001445182956692087, 'epoch': 0.83}
{'loss': 0.0874, 'grad_norm': 0.5835534930229187, 'learning_rate': 0.0001442850812752163, 'epoch': 0.84}
{'loss': 0.0823, 'grad_norm': 0.6172972321510315, 'learning_rate': 0.00014405186688122392, 'epoch': 0.84}
{'loss': 0.082, 'grad_norm': 0.8105024695396423, 'learning_rate': 0.00014381865248723152, 'epoch': 0.84}
{'loss': 0.081, 'grad_norm': 0.6742444634437561, 'learning_rate': 0.00014358543809323912, 'epoch': 0.85}
{'loss': 0.0749, 'grad_norm': 0.73066246509552, 'learning_rate': 0.00014335222369924673, 'epoch': 0.85}
{'loss': 0.0785, 'grad_norm': 0.7694348692893982, 'learning_rate': 0.00014311900930525433, 'epoch': 0.85}
{'loss': 0.0907, 'grad_norm': 0.505470871925354, 'learning_rate': 0.00014288579491126193, 'epoch': 0.86}
{'loss': 0.0837, 'grad_norm': 0.8307716250419617, 'learning_rate': 0.00014265258051726954, 'epoch': 0.86}
{'loss': 0.0791, 'grad_norm': 0.6048856377601624, 'learning_rate': 0.00014241936612327714, 'epoch': 0.86}
{'loss': 0.0757, 'grad_norm': 0.35307425260543823, 'learning_rate': 0.00014218615172928475, 'epoch': 0.87}
{'loss': 0.08, 'grad_norm': 0.9769833087921143, 'learning_rate': 0.00014195293733529232, 'epoch': 0.87}
{'loss': 0.0797, 'grad_norm': 0.8716698884963989, 'learning_rate': 0.00014171972294129993, 'epoch': 0.87}
{'loss': 0.0844, 'grad_norm': 0.5994499325752258, 'learning_rate': 0.00014148650854730753, 'epoch': 0.88}
{'loss': 0.0793, 'grad_norm': 0.48481830954551697, 'learning_rate': 0.00014125329415331513, 'epoch': 0.88}
{'loss': 0.0789, 'grad_norm': 0.653854489326477, 'learning_rate': 0.00014102007975932274, 'epoch': 0.89}
{'loss': 0.0813, 'grad_norm': 0.9154781103134155, 'learning_rate': 0.00014078686536533034, 'epoch': 0.89}
{'loss': 0.079, 'grad_norm': 0.7156441807746887, 'learning_rate': 0.00014055365097133795, 'epoch': 0.89}
{'loss': 0.082, 'grad_norm': 0.454647034406662, 'learning_rate': 0.00014032043657734558, 'epoch': 0.9}
{'loss': 0.0788, 'grad_norm': 0.6031913161277771, 'learning_rate': 0.00014008722218335318, 'epoch': 0.9}
{'loss': 0.0827, 'grad_norm': 0.5398499369621277, 'learning_rate': 0.00013985400778936078, 'epoch': 0.9}
{'loss': 0.0819, 'grad_norm': 0.693895697593689, 'learning_rate': 0.0001396207933953684, 'epoch': 0.91}
{'loss': 0.0816, 'grad_norm': 1.031868577003479, 'learning_rate': 0.000139387579001376, 'epoch': 0.91}
{'loss': 0.0924, 'grad_norm': 0.574445903301239, 'learning_rate': 0.00013915902889526343, 'epoch': 0.91}
{'loss': 0.0811, 'grad_norm': 0.6287534236907959, 'learning_rate': 0.000138925814501271, 'epoch': 0.92}
{'loss': 0.0833, 'grad_norm': 0.4588663876056671, 'learning_rate': 0.00013869260010727861, 'epoch': 0.92}
{'loss': 0.0912, 'grad_norm': 0.6094442009925842, 'learning_rate': 0.00013846405000116606, 'epoch': 0.92}
{'loss': 0.08, 'grad_norm': 0.6974223852157593, 'learning_rate': 0.0001382308356071737, 'epoch': 0.93}
{'loss': 0.0819, 'grad_norm': 0.4710249900817871, 'learning_rate': 0.0001379976212131813, 'epoch': 0.93}
{'loss': 0.0771, 'grad_norm': 0.6095502972602844, 'learning_rate': 0.0001377644068191889, 'epoch': 0.93}
{'loss': 0.0813, 'grad_norm': 0.6552969813346863, 'learning_rate': 0.0001375311924251965, 'epoch': 0.94}
{'loss': 0.0683, 'grad_norm': 0.9681927561759949, 'learning_rate': 0.0001372979780312041, 'epoch': 0.94}
{'loss': 0.0787, 'grad_norm': 1.0974148511886597, 'learning_rate': 0.0001370647636372117, 'epoch': 0.94}
{'loss': 0.0802, 'grad_norm': 0.6453765630722046, 'learning_rate': 0.0001368315492432193, 'epoch': 0.95}
{'loss': 0.0785, 'grad_norm': 0.6938623189926147, 'learning_rate': 0.00013659833484922691, 'epoch': 0.95}
{'loss': 0.082, 'grad_norm': 0.43548116087913513, 'learning_rate': 0.00013636512045523452, 'epoch': 0.96}
{'loss': 0.0739, 'grad_norm': 0.625623345375061, 'learning_rate': 0.00013613190606124212, 'epoch': 0.96}
{'loss': 0.0769, 'grad_norm': 0.7203699350357056, 'learning_rate': 0.0001358986916672497, 'epoch': 0.96}
{'loss': 0.0802, 'grad_norm': 0.3585785925388336, 'learning_rate': 0.0001356654772732573, 'epoch': 0.97}
{'loss': 0.0853, 'grad_norm': 0.7976793646812439, 'learning_rate': 0.0001354322628792649, 'epoch': 0.97}
{'loss': 0.08, 'grad_norm': 0.5513060688972473, 'learning_rate': 0.0001351990484852725, 'epoch': 0.97}
{'loss': 0.0774, 'grad_norm': 0.5834171175956726, 'learning_rate': 0.0001349658340912801, 'epoch': 0.98}
{'loss': 0.082, 'grad_norm': 0.6301107406616211, 'learning_rate': 0.00013473261969728772, 'epoch': 0.98}
{'loss': 0.0757, 'grad_norm': 0.6294723153114319, 'learning_rate': 0.00013449940530329532, 'epoch': 0.98}
{'loss': 0.076, 'grad_norm': 0.6297892928123474, 'learning_rate': 0.00013426619090930292, 'epoch': 0.99}
{'loss': 0.0781, 'grad_norm': 0.676405668258667, 'learning_rate': 0.00013403297651531053, 'epoch': 0.99}
{'loss': 0.0799, 'grad_norm': 0.6914234757423401, 'learning_rate': 0.00013379976212131813, 'epoch': 0.99}
{'loss': 0.078, 'grad_norm': 0.5954664349555969, 'learning_rate': 0.00013356654772732574, 'epoch': 1.0}
{'loss': 0.0834, 'grad_norm': 0.36015668511390686, 'learning_rate': 0.00013333333333333334, 'epoch': 1.0}
{'loss': 0.0625, 'grad_norm': 0.5492238998413086, 'learning_rate': 0.00013310011893934094, 'epoch': 1.0}
{'loss': 0.0564, 'grad_norm': 0.6570711135864258, 'learning_rate': 0.00013286690454534855, 'epoch': 1.01}
{'loss': 0.0633, 'grad_norm': 0.4080900251865387, 'learning_rate': 0.00013263369015135615, 'epoch': 1.01}
{'loss': 0.0582, 'grad_norm': 0.5910274982452393, 'learning_rate': 0.00013240047575736373, 'epoch': 1.01}
{'loss': 0.0565, 'grad_norm': 0.458651602268219, 'learning_rate': 0.00013216726136337136, 'epoch': 1.02}
{'loss': 0.0595, 'grad_norm': 0.45390215516090393, 'learning_rate': 0.00013193404696937896, 'epoch': 1.02}
{'loss': 0.0572, 'grad_norm': 0.5651471018791199, 'learning_rate': 0.00013170083257538657, 'epoch': 1.02}
{'loss': 0.0599, 'grad_norm': 0.5015469789505005, 'learning_rate': 0.00013146761818139417, 'epoch': 1.03}
{'loss': 0.065, 'grad_norm': 0.4189019799232483, 'learning_rate': 0.00013123440378740177, 'epoch': 1.03}
{'loss': 0.0673, 'grad_norm': 0.39581459760665894, 'learning_rate': 0.00013100118939340938, 'epoch': 1.04}
{'loss': 0.0623, 'grad_norm': 0.8325437307357788, 'learning_rate': 0.00013076797499941698, 'epoch': 1.04}
{'loss': 0.062, 'grad_norm': 0.8746792078018188, 'learning_rate': 0.00013053476060542458, 'epoch': 1.04}
{'loss': 0.0645, 'grad_norm': 0.5520691871643066, 'learning_rate': 0.0001303015462114322, 'epoch': 1.05}
{'loss': 0.0589, 'grad_norm': 1.0555617809295654, 'learning_rate': 0.0001300683318174398, 'epoch': 1.05}
{'loss': 0.0602, 'grad_norm': 0.42416682839393616, 'learning_rate': 0.0001298351174234474, 'epoch': 1.05}
{'loss': 0.0569, 'grad_norm': 0.5679624080657959, 'learning_rate': 0.00012960190302945497, 'epoch': 1.06}
{'loss': 0.0587, 'grad_norm': 0.4769461154937744, 'learning_rate': 0.00012936868863546258, 'epoch': 1.06}
{'loss': 0.0641, 'grad_norm': 0.649382472038269, 'learning_rate': 0.00012913547424147018, 'epoch': 1.06}
{'loss': 0.0635, 'grad_norm': 0.7899442911148071, 'learning_rate': 0.00012890225984747778, 'epoch': 1.07}
{'loss': 0.0615, 'grad_norm': 0.5754904747009277, 'learning_rate': 0.0001286690454534854, 'epoch': 1.07}
{'loss': 0.0599, 'grad_norm': 0.6344428062438965, 'learning_rate': 0.000128435831059493, 'epoch': 1.07}
{'loss': 0.0606, 'grad_norm': 0.4423787295818329, 'learning_rate': 0.0001282026166655006, 'epoch': 1.08}
{'loss': 0.0624, 'grad_norm': 0.6165268421173096, 'learning_rate': 0.0001279694022715082, 'epoch': 1.08}
{'loss': 0.0646, 'grad_norm': 0.41746190190315247, 'learning_rate': 0.0001277361878775158, 'epoch': 1.08}
{'loss': 0.0613, 'grad_norm': 0.5640723705291748, 'learning_rate': 0.0001275029734835234, 'epoch': 1.09}
{'loss': 0.0632, 'grad_norm': 0.5082140564918518, 'learning_rate': 0.000127269759089531, 'epoch': 1.09}
{'loss': 0.0633, 'grad_norm': 0.7210969924926758, 'learning_rate': 0.00012703654469553861, 'epoch': 1.09}
{'loss': 0.058, 'grad_norm': 0.41456061601638794, 'learning_rate': 0.00012680333030154622, 'epoch': 1.1}
{'loss': 0.0599, 'grad_norm': 0.7487857341766357, 'learning_rate': 0.00012657011590755382, 'epoch': 1.1}
{'loss': 0.0611, 'grad_norm': 0.6023960113525391, 'learning_rate': 0.00012633690151356143, 'epoch': 1.11}
{'loss': 0.0608, 'grad_norm': 0.7349346280097961, 'learning_rate': 0.00012610368711956903, 'epoch': 1.11}
{'loss': 0.0618, 'grad_norm': 0.5716989040374756, 'learning_rate': 0.00012587047272557663, 'epoch': 1.11}
{'loss': 0.0675, 'grad_norm': 0.4781116247177124, 'learning_rate': 0.00012563725833158424, 'epoch': 1.12}
{'loss': 0.0561, 'grad_norm': 0.38522589206695557, 'learning_rate': 0.00012540404393759184, 'epoch': 1.12}
{'loss': 0.0606, 'grad_norm': 0.8264238238334656, 'learning_rate': 0.00012517082954359944, 'epoch': 1.12}
{'loss': 0.0641, 'grad_norm': 1.0916023254394531, 'learning_rate': 0.00012493761514960705, 'epoch': 1.13}
{'loss': 0.0601, 'grad_norm': 0.4823097288608551, 'learning_rate': 0.00012470440075561465, 'epoch': 1.13}
{'loss': 0.056, 'grad_norm': 0.5589158535003662, 'learning_rate': 0.00012447118636162226, 'epoch': 1.13}
{'loss': 0.0619, 'grad_norm': 0.5773571133613586, 'learning_rate': 0.00012423797196762986, 'epoch': 1.14}
{'loss': 0.0648, 'grad_norm': 0.4902869462966919, 'learning_rate': 0.00012400475757363746, 'epoch': 1.14}
{'loss': 0.0659, 'grad_norm': 0.40090495347976685, 'learning_rate': 0.00012377154317964507, 'epoch': 1.14}
{'loss': 0.0598, 'grad_norm': 0.373041033744812, 'learning_rate': 0.00012353832878565267, 'epoch': 1.15}
{'loss': 0.0627, 'grad_norm': 0.7517021894454956, 'learning_rate': 0.00012330511439166025, 'epoch': 1.15}
{'loss': 0.0563, 'grad_norm': 0.5134719014167786, 'learning_rate': 0.00012307189999766785, 'epoch': 1.15}
{'loss': 0.0629, 'grad_norm': 0.3285769522190094, 'learning_rate': 0.00012283868560367545, 'epoch': 1.16}
{'loss': 0.0531, 'grad_norm': 0.5371831655502319, 'learning_rate': 0.0001226101354975629, 'epoch': 1.16}
{'loss': 0.0554, 'grad_norm': 0.6015759110450745, 'learning_rate': 0.0001223769211035705, 'epoch': 1.16}
{'loss': 0.0663, 'grad_norm': 0.44550594687461853, 'learning_rate': 0.00012214370670957813, 'epoch': 1.17}
{'loss': 0.0688, 'grad_norm': 0.4420393407344818, 'learning_rate': 0.00012191049231558574, 'epoch': 1.17}
{'loss': 0.0597, 'grad_norm': 0.4206579029560089, 'learning_rate': 0.00012167727792159334, 'epoch': 1.18}
{'loss': 0.0649, 'grad_norm': 0.5671155452728271, 'learning_rate': 0.00012144406352760094, 'epoch': 1.18}
{'loss': 0.0632, 'grad_norm': 0.3555600345134735, 'learning_rate': 0.00012121084913360853, 'epoch': 1.18}
{'loss': 0.0606, 'grad_norm': 6.817027568817139, 'learning_rate': 0.00012097763473961614, 'epoch': 1.19}
{'loss': 0.0649, 'grad_norm': 0.40545597672462463, 'learning_rate': 0.00012074442034562374, 'epoch': 1.19}
{'loss': 0.0586, 'grad_norm': 0.6117310523986816, 'learning_rate': 0.00012051120595163134, 'epoch': 1.19}
{'loss': 0.0667, 'grad_norm': 0.5472759008407593, 'learning_rate': 0.00012027799155763895, 'epoch': 1.2}
{'loss': 0.0593, 'grad_norm': 0.44426271319389343, 'learning_rate': 0.00012004477716364655, 'epoch': 1.2}
{'loss': 0.0643, 'grad_norm': 0.4850585162639618, 'learning_rate': 0.00011981156276965416, 'epoch': 1.2}
{'loss': 0.0621, 'grad_norm': 0.3782423734664917, 'learning_rate': 0.00011957834837566176, 'epoch': 1.21}
{'loss': 0.0615, 'grad_norm': 0.46729665994644165, 'learning_rate': 0.00011934513398166935, 'epoch': 1.21}
{'loss': 0.0579, 'grad_norm': 0.4844236671924591, 'learning_rate': 0.00011911191958767695, 'epoch': 1.21}
{'loss': 0.0595, 'grad_norm': 0.5976619124412537, 'learning_rate': 0.00011887870519368456, 'epoch': 1.22}
{'loss': 0.0625, 'grad_norm': 0.3982943892478943, 'learning_rate': 0.00011864549079969216, 'epoch': 1.22}
{'loss': 0.0654, 'grad_norm': 0.26389965415000916, 'learning_rate': 0.00011841227640569976, 'epoch': 1.22}
{'loss': 0.0655, 'grad_norm': 0.5975398421287537, 'learning_rate': 0.00011817906201170737, 'epoch': 1.23}
{'loss': 0.0593, 'grad_norm': 0.5424850583076477, 'learning_rate': 0.00011794584761771497, 'epoch': 1.23}
{'loss': 0.0598, 'grad_norm': 0.45251742005348206, 'learning_rate': 0.00011771263322372256, 'epoch': 1.23}
{'loss': 0.0591, 'grad_norm': 0.5653380751609802, 'learning_rate': 0.00011747941882973017, 'epoch': 1.24}
{'loss': 0.06, 'grad_norm': 0.5640909075737, 'learning_rate': 0.00011724620443573777, 'epoch': 1.24}
{'loss': 0.0582, 'grad_norm': 0.45964327454566956, 'learning_rate': 0.00011701299004174537, 'epoch': 1.25}
{'loss': 0.0612, 'grad_norm': 0.6615251302719116, 'learning_rate': 0.00011677977564775298, 'epoch': 1.25}
{'loss': 0.0623, 'grad_norm': 0.5485159158706665, 'learning_rate': 0.00011654656125376058, 'epoch': 1.25}
{'loss': 0.0596, 'grad_norm': 0.5154336094856262, 'learning_rate': 0.00011631334685976818, 'epoch': 1.26}
{'loss': 0.0618, 'grad_norm': 0.5673834681510925, 'learning_rate': 0.0001160801324657758, 'epoch': 1.26}
{'loss': 0.0589, 'grad_norm': 0.5318493843078613, 'learning_rate': 0.0001158469180717834, 'epoch': 1.26}
{'loss': 0.0616, 'grad_norm': 0.508754312992096, 'learning_rate': 0.00011561370367779101, 'epoch': 1.27}
{'loss': 0.0583, 'grad_norm': 0.8554961085319519, 'learning_rate': 0.00011538048928379861, 'epoch': 1.27}
{'loss': 0.0604, 'grad_norm': 0.607179582118988, 'learning_rate': 0.00011514727488980622, 'epoch': 1.27}
{'loss': 0.0579, 'grad_norm': 0.7062367796897888, 'learning_rate': 0.00011491406049581381, 'epoch': 1.28}
{'loss': 0.0583, 'grad_norm': 0.5472455024719238, 'learning_rate': 0.00011468084610182141, 'epoch': 1.28}
{'loss': 0.0593, 'grad_norm': 0.44511255621910095, 'learning_rate': 0.00011444763170782901, 'epoch': 1.28}
{'loss': 0.0575, 'grad_norm': 0.5744917988777161, 'learning_rate': 0.00011421441731383662, 'epoch': 1.29}
{'loss': 0.0563, 'grad_norm': 0.9676440954208374, 'learning_rate': 0.00011398120291984422, 'epoch': 1.29}
{'loss': 0.058, 'grad_norm': 0.36786261200904846, 'learning_rate': 0.00011374798852585183, 'epoch': 1.29}
{'loss': 0.0579, 'grad_norm': 0.3731413781642914, 'learning_rate': 0.00011351477413185943, 'epoch': 1.3}
{'loss': 0.0572, 'grad_norm': 0.5501558184623718, 'learning_rate': 0.00011328155973786702, 'epoch': 1.3}
{'loss': 0.0618, 'grad_norm': 0.3866743743419647, 'learning_rate': 0.00011304834534387462, 'epoch': 1.3}
{'loss': 0.0566, 'grad_norm': 0.4198540151119232, 'learning_rate': 0.00011281513094988223, 'epoch': 1.31}
{'loss': 0.0558, 'grad_norm': 0.4578510522842407, 'learning_rate': 0.00011258191655588983, 'epoch': 1.31}
{'loss': 0.0575, 'grad_norm': 0.8916388154029846, 'learning_rate': 0.00011234870216189744, 'epoch': 1.32}
{'loss': 0.052, 'grad_norm': 0.4437853991985321, 'learning_rate': 0.00011211548776790504, 'epoch': 1.32}
{'loss': 0.0611, 'grad_norm': 0.3506968319416046, 'learning_rate': 0.00011188227337391264, 'epoch': 1.32}
{'loss': 0.0612, 'grad_norm': 0.46834084391593933, 'learning_rate': 0.00011164905897992025, 'epoch': 1.33}
{'loss': 0.0558, 'grad_norm': 0.8073147535324097, 'learning_rate': 0.00011141584458592784, 'epoch': 1.33}
{'loss': 0.0621, 'grad_norm': 0.5311221480369568, 'learning_rate': 0.00011118263019193544, 'epoch': 1.33}
{'loss': 0.0573, 'grad_norm': 0.38644811511039734, 'learning_rate': 0.00011094941579794304, 'epoch': 1.34}
{'loss': 0.0579, 'grad_norm': 0.40849822759628296, 'learning_rate': 0.00011071620140395065, 'epoch': 1.34}
{'loss': 0.0617, 'grad_norm': 0.5292837023735046, 'learning_rate': 0.00011048298700995825, 'epoch': 1.34}
{'loss': 0.0617, 'grad_norm': 0.7651202082633972, 'learning_rate': 0.00011024977261596586, 'epoch': 1.35}
{'loss': 0.0596, 'grad_norm': 0.4826672077178955, 'learning_rate': 0.00011001655822197347, 'epoch': 1.35}
{'loss': 0.062, 'grad_norm': 0.6090760827064514, 'learning_rate': 0.00010978334382798108, 'epoch': 1.35}
{'loss': 0.0577, 'grad_norm': 0.7039140462875366, 'learning_rate': 0.00010955012943398868, 'epoch': 1.36}
{'loss': 0.0569, 'grad_norm': 0.3834361135959625, 'learning_rate': 0.00010931691503999628, 'epoch': 1.36}
{'loss': 0.0572, 'grad_norm': 0.5228188037872314, 'learning_rate': 0.00010908370064600389, 'epoch': 1.36}
{'loss': 0.0568, 'grad_norm': 0.41768017411231995, 'learning_rate': 0.00010885048625201149, 'epoch': 1.37}
{'loss': 0.0575, 'grad_norm': 2.7161483764648438, 'learning_rate': 0.00010861727185801908, 'epoch': 1.37}
{'loss': 0.0567, 'grad_norm': 1.198612928390503, 'learning_rate': 0.00010838405746402669, 'epoch': 1.37}
{'loss': 0.0618, 'grad_norm': 0.5135807991027832, 'learning_rate': 0.00010815084307003429, 'epoch': 1.38}
{'loss': 0.056, 'grad_norm': 0.5021602511405945, 'learning_rate': 0.00010791762867604189, 'epoch': 1.38}
{'loss': 0.0609, 'grad_norm': 0.35673534870147705, 'learning_rate': 0.0001076844142820495, 'epoch': 1.39}
{'loss': 0.0536, 'grad_norm': 0.4874922037124634, 'learning_rate': 0.0001074511998880571, 'epoch': 1.39}
{'loss': 0.0567, 'grad_norm': 0.3407547175884247, 'learning_rate': 0.0001072179854940647, 'epoch': 1.39}
{'loss': 0.0606, 'grad_norm': 0.37730520963668823, 'learning_rate': 0.0001069847711000723, 'epoch': 1.4}
{'loss': 0.0586, 'grad_norm': 0.6797719597816467, 'learning_rate': 0.0001067515567060799, 'epoch': 1.4}
{'loss': 0.0621, 'grad_norm': 0.5622342824935913, 'learning_rate': 0.0001065183423120875, 'epoch': 1.4}
{'loss': 0.0597, 'grad_norm': 0.4860319197177887, 'learning_rate': 0.0001062851279180951, 'epoch': 1.41}
{'loss': 0.0606, 'grad_norm': 0.6196745038032532, 'learning_rate': 0.00010605191352410271, 'epoch': 1.41}
{'loss': 0.06, 'grad_norm': 0.8299025297164917, 'learning_rate': 0.00010581869913011031, 'epoch': 1.41}
{'loss': 0.0605, 'grad_norm': 0.4539192020893097, 'learning_rate': 0.00010558548473611792, 'epoch': 1.42}
{'loss': 0.0617, 'grad_norm': 0.27951332926750183, 'learning_rate': 0.00010535227034212552, 'epoch': 1.42}
{'loss': 0.0614, 'grad_norm': 0.42990902066230774, 'learning_rate': 0.00010511905594813311, 'epoch': 1.42}
{'loss': 0.0574, 'grad_norm': 0.24416765570640564, 'learning_rate': 0.00010488584155414071, 'epoch': 1.43}
{'loss': 0.0596, 'grad_norm': 0.694646418094635, 'learning_rate': 0.00010465262716014832, 'epoch': 1.43}
{'loss': 0.0574, 'grad_norm': 0.48016828298568726, 'learning_rate': 0.00010441941276615592, 'epoch': 1.43}
{'loss': 0.0588, 'grad_norm': 0.7783399820327759, 'learning_rate': 0.00010418619837216354, 'epoch': 1.44}
{'loss': 0.0569, 'grad_norm': 0.5529350638389587, 'learning_rate': 0.00010395298397817114, 'epoch': 1.44}
{'loss': 0.0568, 'grad_norm': 0.5178799629211426, 'learning_rate': 0.00010371976958417875, 'epoch': 1.44}
{'loss': 0.0567, 'grad_norm': 0.8320134282112122, 'learning_rate': 0.00010348655519018635, 'epoch': 1.45}
{'loss': 0.0617, 'grad_norm': 0.4081920385360718, 'learning_rate': 0.00010325334079619395, 'epoch': 1.45}
{'loss': 0.0612, 'grad_norm': 1.2438340187072754, 'learning_rate': 0.00010302012640220156, 'epoch': 1.46}
{'loss': 0.0601, 'grad_norm': 0.3565666377544403, 'learning_rate': 0.00010278691200820916, 'epoch': 1.46}
{'loss': 0.0596, 'grad_norm': 0.6286897659301758, 'learning_rate': 0.00010255369761421677, 'epoch': 1.46}
{'loss': 0.0572, 'grad_norm': 0.36454087495803833, 'learning_rate': 0.00010232048322022436, 'epoch': 1.47}
{'loss': 0.0568, 'grad_norm': 0.37891483306884766, 'learning_rate': 0.00010208726882623196, 'epoch': 1.47}
{'loss': 0.0572, 'grad_norm': 0.5930821299552917, 'learning_rate': 0.00010185405443223956, 'epoch': 1.47}
{'loss': 0.0579, 'grad_norm': 0.526681661605835, 'learning_rate': 0.00010162084003824717, 'epoch': 1.48}
{'loss': 0.0573, 'grad_norm': 0.4881038963794708, 'learning_rate': 0.00010138762564425477, 'epoch': 1.48}
{'loss': 0.0619, 'grad_norm': 0.40584230422973633, 'learning_rate': 0.00010115441125026237, 'epoch': 1.48}
{'loss': 0.0564, 'grad_norm': 0.6858967542648315, 'learning_rate': 0.00010092119685626998, 'epoch': 1.49}
{'loss': 0.0591, 'grad_norm': 0.6863276958465576, 'learning_rate': 0.00010068798246227757, 'epoch': 1.49}
{'loss': 0.0576, 'grad_norm': 0.6384875774383545, 'learning_rate': 0.00010045476806828517, 'epoch': 1.49}
{'loss': 0.0606, 'grad_norm': 1.6076792478561401, 'learning_rate': 0.00010022155367429278, 'epoch': 1.5}
{'loss': 0.0579, 'grad_norm': 0.4813096523284912, 'learning_rate': 9.998833928030038e-05, 'epoch': 1.5}
{'loss': 0.0552, 'grad_norm': 1.0611945390701294, 'learning_rate': 9.975512488630798e-05, 'epoch': 1.5}
{'loss': 0.0527, 'grad_norm': 0.3909550905227661, 'learning_rate': 9.95219104923156e-05, 'epoch': 1.51}
{'loss': 0.0587, 'grad_norm': 0.4133380353450775, 'learning_rate': 9.928869609832319e-05, 'epoch': 1.51}
{'loss': 0.0575, 'grad_norm': 0.36939185857772827, 'learning_rate': 9.90554817043308e-05, 'epoch': 1.51}
{'loss': 0.057, 'grad_norm': 0.4514296352863312, 'learning_rate': 9.88222673103384e-05, 'epoch': 1.52}
{'loss': 0.0606, 'grad_norm': 0.9220147728919983, 'learning_rate': 9.8589052916346e-05, 'epoch': 1.52}
{'loss': 0.0573, 'grad_norm': 0.5138994455337524, 'learning_rate': 9.83558385223536e-05, 'epoch': 1.53}
{'loss': 0.054, 'grad_norm': 0.4907451868057251, 'learning_rate': 9.812262412836121e-05, 'epoch': 1.53}
{'loss': 0.057, 'grad_norm': 0.6887299418449402, 'learning_rate': 9.788940973436881e-05, 'epoch': 1.53}
{'loss': 0.0527, 'grad_norm': 0.7404133677482605, 'learning_rate': 9.765619534037642e-05, 'epoch': 1.54}
{'loss': 0.0595, 'grad_norm': 0.4844368100166321, 'learning_rate': 9.742298094638401e-05, 'epoch': 1.54}
{'loss': 0.0544, 'grad_norm': 0.41749492287635803, 'learning_rate': 9.718976655239161e-05, 'epoch': 1.54}
{'loss': 0.0551, 'grad_norm': 0.6843268871307373, 'learning_rate': 9.695655215839921e-05, 'epoch': 1.55}
{'loss': 0.0533, 'grad_norm': 0.6657009720802307, 'learning_rate': 9.672333776440682e-05, 'epoch': 1.55}
{'loss': 0.053, 'grad_norm': 0.5203936696052551, 'learning_rate': 9.649012337041444e-05, 'epoch': 1.55}
{'loss': 0.06, 'grad_norm': 0.5911785960197449, 'learning_rate': 9.625690897642204e-05, 'epoch': 1.56}
{'loss': 0.0588, 'grad_norm': 0.5822984576225281, 'learning_rate': 9.602369458242963e-05, 'epoch': 1.56}
{'loss': 0.057, 'grad_norm': 0.7332811951637268, 'learning_rate': 9.579048018843723e-05, 'epoch': 1.56}
{'loss': 0.0572, 'grad_norm': 0.5973695516586304, 'learning_rate': 9.555726579444484e-05, 'epoch': 1.57}
{'loss': 0.0543, 'grad_norm': 0.5503049492835999, 'learning_rate': 9.532405140045244e-05, 'epoch': 1.57}
{'loss': 0.0604, 'grad_norm': 0.4428248703479767, 'learning_rate': 9.509083700646004e-05, 'epoch': 1.57}
{'loss': 0.0572, 'grad_norm': 0.5970402956008911, 'learning_rate': 9.485762261246765e-05, 'epoch': 1.58}
{'loss': 0.0552, 'grad_norm': 0.4267633557319641, 'learning_rate': 9.462440821847525e-05, 'epoch': 1.58}
{'loss': 0.0565, 'grad_norm': 0.43576350808143616, 'learning_rate': 9.439119382448284e-05, 'epoch': 1.58}
{'loss': 0.0554, 'grad_norm': 0.41540732979774475, 'learning_rate': 9.415797943049045e-05, 'epoch': 1.59}
{'loss': 0.0519, 'grad_norm': 0.417976438999176, 'learning_rate': 9.392476503649805e-05, 'epoch': 1.59}
{'loss': 0.0614, 'grad_norm': 0.6978921294212341, 'learning_rate': 9.369155064250565e-05, 'epoch': 1.6}
{'loss': 0.0596, 'grad_norm': 0.5500423908233643, 'learning_rate': 9.345833624851327e-05, 'epoch': 1.6}
{'loss': 0.0596, 'grad_norm': 0.7061284184455872, 'learning_rate': 9.322512185452087e-05, 'epoch': 1.6}
{'loss': 0.0553, 'grad_norm': 0.6406775712966919, 'learning_rate': 9.299190746052846e-05, 'epoch': 1.61}
{'loss': 0.0536, 'grad_norm': 0.622222900390625, 'learning_rate': 9.275869306653607e-05, 'epoch': 1.61}
{'loss': 0.0537, 'grad_norm': 0.5376504063606262, 'learning_rate': 9.252547867254367e-05, 'epoch': 1.61}
